IP地址,数据中心,地区,城市,网络延迟
104.21.24.61,LHR,欧洲,伦敦,204 ms
172.67.238.216,LHR,欧洲,伦敦,204 ms
104.21.123.24,LHR,欧洲,伦敦,204 ms
104.21.210.145,LHR,欧洲,伦敦,204 ms
104.21.15.172,LHR,欧洲,伦敦,204 ms
104.21.75.26,LHR,欧洲,伦敦,204 ms
104.21.97.183,LHR,欧洲,伦敦,204 ms
104.21.14.107,LHR,欧洲,伦敦,204 ms
172.67.128.224,LHR,欧洲,伦敦,204 ms
172.67.240.81,LHR,欧洲,伦敦,204 ms
104.21.69.101,LHR,欧洲,伦敦,204 ms
172.67.209.201,LHR,欧洲,伦敦,204 ms
104.21.194.216,LHR,欧洲,伦敦,204 ms
104.21.202.11,LHR,欧洲,伦敦,204 ms
104.21.37.3,LHR,欧洲,伦敦,204 ms
172.67.147.237,LHR,欧洲,伦敦,204 ms
104.21.52.113,LHR,欧洲,伦敦,204 ms
172.67.193.134,LHR,欧洲,伦敦,204 ms
104.21.213.243,LHR,欧洲,伦敦,204 ms
104.21.112.28,LHR,欧洲,伦敦,204 ms
172.67.192.18,LHR,欧洲,伦敦,204 ms
104.21.33.37,LHR,欧洲,伦敦,204 ms
104.21.34.142,LHR,欧洲,伦敦,204 ms
104.21.62.16,LHR,欧洲,伦敦,204 ms
172.67.135.126,LHR,欧洲,伦敦,204 ms
172.67.130.200,LHR,欧洲,伦敦,204 ms
172.67.153.172,LHR,欧洲,伦敦,204 ms
172.67.155.37,LHR,欧洲,伦敦,204 ms
104.21.13.138,LHR,欧洲,伦敦,204 ms
172.67.142.87,LHR,欧洲,伦敦,204 ms
172.67.161.222,LHR,欧洲,伦敦,204 ms
172.67.235.171,LHR,欧洲,伦敦,204 ms
188.114.98.97,LHR,欧洲,伦敦,204 ms
172.67.169.145,LHR,欧洲,伦敦,204 ms
104.18.224.72,SJC,北美洲,圣何塞,204 ms
172.67.150.229,LHR,欧洲,伦敦,205 ms
172.67.236.34,LHR,欧洲,伦敦,205 ms
172.67.175.19,LHR,欧洲,伦敦,205 ms
104.21.18.68,LHR,欧洲,伦敦,205 ms
172.67.202.19,LHR,欧洲,伦敦,205 ms
104.21.12.89,LHR,欧洲,伦敦,205 ms
172.67.226.217,LHR,欧洲,伦敦,205 ms
104.25.210.22,IAD,北美洲,阿什本,205 ms
104.21.44.204,LHR,欧洲,伦敦,206 ms
46.8.199.147,SJC,北美洲,圣何塞,206 ms
104.21.206.191,LHR,欧洲,伦敦,206 ms
104.21.94.150,LHR,欧洲,伦敦,206 ms
172.67.195.54,LHR,欧洲,伦敦,206 ms
104.21.72.124,LHR,欧洲,伦敦,206 ms
104.21.211.63,LHR,欧洲,伦敦,206 ms
104.21.195.50,LHR,欧洲,伦敦,207 ms
104.21.64.124,LHR,欧洲,伦敦,207 ms
104.21.50.196,LHR,欧洲,伦敦,207 ms
104.18.98.155,SJC,北美洲,圣何塞,207 ms
104.21.79.15,LHR,欧洲,伦敦,207 ms
172.67.200.237,LHR,欧洲,伦敦,207 ms
172.67.245.153,LHR,欧洲,伦敦,207 ms
104.21.80.60,LHR,欧洲,伦敦,208 ms
104.21.109.128,LHR,欧洲,伦敦,208 ms
104.21.85.148,LHR,欧洲,伦敦,208 ms
172.67.151.169,LHR,欧洲,伦敦,208 ms
104.20.162.172,IAD,北美洲,阿什本,208 ms
104.21.124.147,LHR,欧洲,伦敦,208 ms
104.21.58.160,LHR,欧洲,伦敦,208 ms
172.67.210.56,LHR,欧洲,伦敦,208 ms
172.67.133.198,LHR,欧洲,伦敦,208 ms
104.21.108.154,LHR,欧洲,伦敦,208 ms
104.21.11.137,LHR,欧洲,伦敦,208 ms
104.21.100.53,LHR,欧洲,伦敦,208 ms
104.18.94.142,SJC,北美洲,圣何塞,208 ms
104.21.84.137,LHR,欧洲,伦敦,208 ms
172.67.255.95,LHR,欧洲,伦敦,208 ms
104.18.228.123,SJC,北美洲,圣何塞,209 ms
104.21.38.129,LHR,欧洲,伦敦,209 ms
104.21.16.210,LHR,欧洲,伦敦,209 ms
104.21.26.63,LHR,欧洲,伦敦,209 ms
172.67.217.194,LHR,欧洲,伦敦,209 ms
172.67.224.11,LHR,欧洲,伦敦,209 ms
104.20.40.117,IAD,北美洲,阿什本,209 ms
104.21.47.254,LHR,欧洲,伦敦,210 ms
1.1.1.139,SJC,北美洲,圣何塞,210 ms
1.1.1.64,SJC,北美洲,圣何塞,210 ms
104.21.196.89,LHR,欧洲,伦敦,210 ms
104.20.163.212,IAD,北美洲,阿什本,210 ms
104.27.197.130,IAD,北美洲,阿什本,211 ms
172.67.177.188,LHR,欧洲,伦敦,211 ms
172.67.230.133,LHR,欧洲,伦敦,211 ms
172.67.141.116,LHR,欧洲,伦敦,211 ms
104.21.193.196,LHR,欧洲,伦敦,211 ms
104.21.23.151,LHR,欧洲,伦敦,211 ms
172.67.137.56,LHR,欧洲,伦敦,211 ms
104.21.212.126,LHR,欧洲,伦敦,211 ms
104.21.39.211,LHR,欧洲,伦敦,211 ms
104.21.113.75,LHR,欧洲,伦敦,211 ms
104.21.207.11,LHR,欧洲,伦敦,211 ms
172.67.189.49,LHR,欧洲,伦敦,211 ms
172.67.184.204,LHR,欧洲,伦敦,211 ms
104.21.5.254,LHR,欧洲,伦敦,211 ms
104.21.20.123,LHR,欧洲,伦敦,211 ms
172.67.213.112,LHR,欧洲,伦敦,211 ms
104.21.117.37,LHR,欧洲,伦敦,211 ms
104.21.43.121,LHR,欧洲,伦敦,211 ms
104.21.82.25,LHR,欧洲,伦敦,211 ms
104.21.63.143,LHR,欧洲,伦敦,211 ms
172.67.233.138,LHR,欧洲,伦敦,211 ms
104.21.199.25,LHR,欧洲,伦敦,211 ms
104.18.93.193,SJC,北美洲,圣何塞,212 ms
172.67.225.87,LHR,欧洲,伦敦,212 ms
172.67.156.87,LHR,欧洲,伦敦,212 ms
104.21.25.75,LHR,欧洲,伦敦,212 ms
104.27.203.216,IAD,北美洲,阿什本,212 ms
172.67.181.27,LHR,欧洲,伦敦,212 ms
104.21.198.192,LHR,欧洲,伦敦,212 ms
172.67.219.45,LHR,欧洲,伦敦,212 ms
104.21.215.131,LHR,欧洲,伦敦,212 ms
104.21.91.17,LHR,欧洲,伦敦,212 ms
104.21.107.132,LHR,欧洲,伦敦,212 ms
104.27.3.23,IAD,北美洲,阿什本,212 ms
104.21.48.246,LHR,欧洲,伦敦,212 ms
1.1.1.217,SJC,北美洲,圣何塞,212 ms
104.21.27.45,LHR,欧洲,伦敦,212 ms
104.21.77.98,LHR,欧洲,伦敦,212 ms
104.21.60.184,LHR,欧洲,伦敦,212 ms
104.23.131.77,IAD,北美洲,阿什本,212 ms
172.67.229.12,LHR,欧洲,伦敦,212 ms
172.67.254.32,LHR,欧洲,伦敦,212 ms
104.21.40.59,LHR,欧洲,伦敦,212 ms
172.67.152.25,LHR,欧洲,伦敦,212 ms
104.27.194.102,IAD,北美洲,阿什本,212 ms
104.25.191.0,IAD,北美洲,阿什本,213 ms
172.67.143.15,LHR,欧洲,伦敦,213 ms
104.21.119.179,LHR,欧洲,伦敦,213 ms
104.21.29.103,LHR,欧洲,伦敦,213 ms
172.67.199.211,LHR,欧洲,伦敦,213 ms
104.21.216.149,LHR,欧洲,伦敦,213 ms
188.114.96.251,LHR,欧洲,伦敦,213 ms
172.67.222.43,LHR,欧洲,伦敦,213 ms
104.21.10.252,LHR,欧洲,伦敦,213 ms
104.25.83.245,IAD,北美洲,阿什本,213 ms
104.27.201.132,IAD,北美洲,阿什本,214 ms
172.67.54.14,IAD,北美洲,阿什本,214 ms
104.20.87.149,IAD,北美洲,阿什本,214 ms
104.25.47.229,IAD,北美洲,阿什本,214 ms
104.27.195.230,IAD,北美洲,阿什本,214 ms
104.25.36.157,IAD,北美洲,阿什本,214 ms
104.21.209.217,LHR,欧洲,伦敦,214 ms
104.21.208.178,LHR,欧洲,伦敦,214 ms
172.67.172.106,LHR,欧洲,伦敦,214 ms
104.21.218.9,LHR,欧洲,伦敦,214 ms
172.67.138.57,LHR,欧洲,伦敦,214 ms
172.67.206.234,LHR,欧洲,伦敦,214 ms
104.21.1.182,LHR,欧洲,伦敦,214 ms
172.67.185.107,LHR,欧洲,伦敦,215 ms
104.21.115.213,LHR,欧洲,伦敦,215 ms
162.159.42.187,IAD,北美洲,阿什本,215 ms
172.67.231.245,LHR,欧洲,伦敦,215 ms
104.23.116.252,IAD,北美洲,阿什本,215 ms
162.159.2.104,SJC,北美洲,圣何塞,215 ms
172.67.154.239,LHR,欧洲,伦敦,215 ms
104.21.8.208,LHR,欧洲,伦敦,215 ms
104.21.121.154,LHR,欧洲,伦敦,215 ms
104.21.35.84,LHR,欧洲,伦敦,215 ms
172.65.57.11,LHR,欧洲,伦敦,215 ms
104.20.172.94,IAD,北美洲,阿什本,215 ms
104.20.99.24,IAD,北美洲,阿什本,215 ms
172.67.8.71,IAD,北美洲,阿什本,215 ms
104.21.78.81,LHR,欧洲,伦敦,215 ms
104.21.65.225,LHR,欧洲,伦敦,215 ms
104.21.9.234,LHR,欧洲,伦敦,215 ms
104.21.53.207,LHR,欧洲,伦敦,215 ms
172.64.235.18,IAD,北美洲,阿什本,215 ms
172.67.173.191,LHR,欧洲,伦敦,216 ms
162.159.3.38,SJC,北美洲,圣何塞,216 ms
104.20.142.58,IAD,北美洲,阿什本,216 ms
104.21.192.213,LHR,欧洲,伦敦,216 ms
104.20.73.228,IAD,北美洲,阿什本,216 ms
104.24.144.168,IAD,北美洲,阿什本,216 ms
172.67.119.98,IAD,北美洲,阿什本,216 ms
104.21.126.133,LHR,欧洲,伦敦,216 ms
104.21.220.215,LHR,欧洲,伦敦,216 ms
104.21.19.112,LHR,欧洲,伦敦,216 ms
104.21.114.67,LHR,欧洲,伦敦,216 ms
172.67.174.0,LHR,欧洲,伦敦,216 ms
104.21.73.72,LHR,欧洲,伦敦,216 ms
104.19.68.35,SJC,北美洲,圣何塞,216 ms
172.67.214.219,LHR,欧洲,伦敦,216 ms
104.25.147.199,IAD,北美洲,阿什本,216 ms
172.67.203.245,LHR,欧洲,伦敦,216 ms
172.67.205.90,LHR,欧洲,伦敦,216 ms
172.67.239.31,LHR,欧洲,伦敦,216 ms
104.21.2.142,LHR,欧洲,伦敦,217 ms
104.21.28.85,LHR,欧洲,伦敦,217 ms
104.21.67.90,LHR,欧洲,伦敦,217 ms
188.42.89.173,SJC,北美洲,圣何塞,217 ms
172.67.234.148,LHR,欧洲,伦敦,217 ms
172.67.247.142,LHR,欧洲,伦敦,217 ms
104.27.192.231,IAD,北美洲,阿什本,217 ms
104.19.52.139,SJC,北美洲,圣何塞,217 ms
104.23.136.181,IAD,北美洲,阿什本,217 ms
104.24.11.84,IAD,北美洲,阿什本,217 ms
172.67.139.249,LHR,欧洲,伦敦,217 ms
104.25.81.136,IAD,北美洲,阿什本,217 ms
104.21.201.118,LHR,欧洲,伦敦,217 ms
104.24.85.114,IAD,北美洲,阿什本,217 ms
104.24.184.184,IAD,北美洲,阿什本,217 ms
104.19.69.105,SJC,北美洲,圣何塞,217 ms
104.23.143.47,IAD,北美洲,阿什本,217 ms
172.67.7.149,IAD,北美洲,阿什本,217 ms
172.67.72.203,IAD,北美洲,阿什本,218 ms
104.24.25.248,IAD,北美洲,阿什本,218 ms
172.67.87.28,IAD,北美洲,阿什本,218 ms
172.67.215.174,LHR,欧洲,伦敦,218 ms
104.25.91.129,IAD,北美洲,阿什本,218 ms
104.24.201.215,IAD,北美洲,阿什本,218 ms
104.25.154.27,IAD,北美洲,阿什本,218 ms
104.24.210.175,IAD,北美洲,阿什本,218 ms
172.67.178.24,LHR,欧洲,伦敦,218 ms
104.25.66.212,IAD,北美洲,阿什本,218 ms
104.27.62.0,IAD,北美洲,阿什本,218 ms
104.20.35.101,IAD,北美洲,阿什本,218 ms
104.25.140.111,IAD,北美洲,阿什本,218 ms
104.23.137.79,IAD,北美洲,阿什本,218 ms
104.25.50.5,IAD,北美洲,阿什本,218 ms
104.25.172.245,IAD,北美洲,阿什本,218 ms
172.64.156.47,SJC,北美洲,圣何塞,219 ms
104.21.76.125,LHR,欧洲,伦敦,219 ms
172.67.113.3,IAD,北美洲,阿什本,219 ms
104.22.0.11,IAD,北美洲,阿什本,219 ms
104.23.142.243,IAD,北美洲,阿什本,219 ms
104.23.128.54,IAD,北美洲,阿什本,219 ms
104.21.74.208,LHR,欧洲,伦敦,219 ms
104.25.17.224,IAD,北美洲,阿什本,219 ms
104.23.139.116,IAD,北美洲,阿什本,219 ms
104.27.206.79,IAD,北美洲,阿什本,219 ms
104.24.238.157,IAD,北美洲,阿什本,219 ms
104.23.114.136,IAD,北美洲,阿什本,219 ms
104.24.135.219,IAD,北美洲,阿什本,219 ms
104.27.84.160,IAD,北美洲,阿什本,219 ms
172.67.182.21,LHR,欧洲,伦敦,219 ms
104.22.79.248,IAD,北美洲,阿什本,219 ms
104.22.3.68,IAD,北美洲,阿什本,219 ms
104.20.32.111,IAD,北美洲,阿什本,219 ms
104.20.243.150,IAD,北美洲,阿什本,219 ms
162.159.18.228,SJC,北美洲,圣何塞,220 ms
172.64.165.18,SJC,北美洲,圣何塞,220 ms
104.23.106.153,IAD,北美洲,阿什本,220 ms
162.159.35.0,IAD,北美洲,阿什本,220 ms
104.27.17.124,IAD,北美洲,阿什本,220 ms
172.67.112.109,IAD,北美洲,阿什本,220 ms
162.159.153.30,SJC,北美洲,圣何塞,220 ms
104.23.141.224,IAD,北美洲,阿什本,220 ms
104.20.60.93,IAD,北美洲,阿什本,220 ms
104.21.90.17,LHR,欧洲,伦敦,220 ms
104.27.200.151,IAD,北美洲,阿什本,220 ms
104.24.176.2,IAD,北美洲,阿什本,220 ms
104.25.233.64,IAD,北美洲,阿什本,220 ms
104.25.55.106,IAD,北美洲,阿什本,221 ms
104.27.204.243,IAD,北美洲,阿什本,221 ms
104.20.98.202,IAD,北美洲,阿什本,221 ms
104.25.33.164,IAD,北美洲,阿什本,221 ms
104.20.218.48,IAD,北美洲,阿什本,221 ms
104.25.129.122,IAD,北美洲,阿什本,221 ms
172.67.64.62,IAD,北美洲,阿什本,221 ms
104.24.10.200,IAD,北美洲,阿什本,221 ms
104.24.43.107,IAD,北美洲,阿什本,221 ms
104.22.9.226,IAD,北美洲,阿什本,221 ms
104.20.178.28,IAD,北美洲,阿什本,221 ms
104.27.124.145,IAD,北美洲,阿什本,222 ms
104.20.112.184,IAD,北美洲,阿什本,222 ms
104.21.197.47,LHR,欧洲,伦敦,222 ms
104.21.101.143,LHR,欧洲,伦敦,222 ms
104.21.57.252,LHR,欧洲,伦敦,222 ms
104.25.35.78,IAD,北美洲,阿什本,222 ms
104.22.67.20,IAD,北美洲,阿什本,222 ms
172.67.165.108,LHR,欧洲,伦敦,222 ms
104.23.134.133,IAD,北美洲,阿什本,222 ms
172.67.157.104,LHR,欧洲,伦敦,222 ms
104.24.170.135,IAD,北美洲,阿什本,222 ms
104.21.96.124,LHR,欧洲,伦敦,223 ms
104.21.104.231,LHR,欧洲,伦敦,223 ms
104.20.160.7,IAD,北美洲,阿什本,223 ms
104.20.113.206,IAD,北美洲,阿什本,223 ms
104.23.138.254,IAD,北美洲,阿什本,223 ms
104.25.126.117,IAD,北美洲,阿什本,223 ms
172.64.160.45,SJC,北美洲,圣何塞,223 ms
172.67.197.114,LHR,欧洲,伦敦,223 ms
104.21.110.30,LHR,欧洲,伦敦,223 ms
104.27.199.217,IAD,北美洲,阿什本,224 ms
104.23.140.143,IAD,北美洲,阿什本,224 ms
104.25.220.51,IAD,北美洲,阿什本,224 ms
104.27.26.102,IAD,北美洲,阿什本,224 ms
104.20.88.91,IAD,北美洲,阿什本,224 ms
172.67.211.199,LHR,欧洲,伦敦,224 ms
104.25.121.208,IAD,北美洲,阿什本,224 ms
104.24.250.252,IAD,北美洲,阿什本,224 ms
108.162.192.28,SJC,北美洲,圣何塞,224 ms
104.24.48.20,IAD,北美洲,阿什本,224 ms
104.21.219.40,LHR,欧洲,伦敦,224 ms
104.27.205.154,IAD,北美洲,阿什本,224 ms
104.22.71.228,IAD,北美洲,阿什本,224 ms
104.25.118.42,IAD,北美洲,阿什本,224 ms
104.27.58.64,IAD,北美洲,阿什本,224 ms
104.22.46.110,IAD,北美洲,阿什本,225 ms
172.67.66.246,IAD,北美洲,阿什本,225 ms
104.27.193.80,IAD,北美洲,阿什本,225 ms
104.19.11.168,SJC,北美洲,圣何塞,225 ms
104.23.130.149,IAD,北美洲,阿什本,225 ms
104.24.199.99,IAD,北美洲,阿什本,225 ms
104.27.59.106,IAD,北美洲,阿什本,225 ms
104.25.57.251,IAD,北美洲,阿什本,225 ms
104.24.182.9,IAD,北美洲,阿什本,226 ms
104.27.207.93,IAD,北美洲,阿什本,226 ms
104.20.145.106,IAD,北美洲,阿什本,226 ms
172.67.127.101,IAD,北美洲,阿什本,226 ms
104.24.213.120,IAD,北美洲,阿什本,226 ms
172.67.100.149,IAD,北美洲,阿什本,226 ms
104.27.198.60,IAD,北美洲,阿什本,226 ms
104.19.70.152,SJC,北美洲,圣何塞,226 ms
172.67.9.17,IAD,北美洲,阿什本,226 ms
172.67.15.78,IAD,北美洲,阿什本,226 ms
104.25.244.206,IAD,北美洲,阿什本,226 ms
104.25.13.83,IAD,北美洲,阿什本,226 ms
104.24.187.23,IAD,北美洲,阿什本,226 ms
104.20.204.107,IAD,北美洲,阿什本,226 ms
172.67.2.150,IAD,北美洲,阿什本,227 ms
172.64.132.125,SJC,北美洲,圣何塞,227 ms
104.27.202.80,IAD,北美洲,阿什本,227 ms
104.25.124.57,IAD,北美洲,阿什本,227 ms
104.25.252.57,IAD,北美洲,阿什本,227 ms
162.159.34.10,IAD,北美洲,阿什本,227 ms
104.20.245.74,IAD,北美洲,阿什本,227 ms
104.24.37.26,IAD,北美洲,阿什本,227 ms
104.25.98.89,IAD,北美洲,阿什本,228 ms
104.25.202.201,IAD,北美洲,阿什本,228 ms
104.21.31.144,LHR,欧洲,伦敦,228 ms
172.64.134.205,SJC,北美洲,圣何塞,228 ms
104.20.28.236,IAD,北美洲,阿什本,228 ms
104.21.30.80,LHR,欧洲,伦敦,228 ms
104.21.21.104,LHR,欧洲,伦敦,228 ms
104.27.125.219,IAD,北美洲,阿什本,228 ms
172.67.115.73,IAD,北美洲,阿什本,228 ms
172.67.134.35,LHR,欧洲,伦敦,229 ms
104.24.223.100,IAD,北美洲,阿什本,229 ms
172.67.194.88,LHR,欧洲,伦敦,229 ms
104.25.29.124,IAD,北美洲,阿什本,229 ms
104.20.140.165,IAD,北美洲,阿什本,229 ms
104.24.0.28,IAD,北美洲,阿什本,229 ms
104.20.72.145,IAD,北美洲,阿什本,229 ms
104.27.44.239,IAD,北美洲,阿什本,229 ms
104.20.161.87,IAD,北美洲,阿什本,230 ms
104.20.141.85,IAD,北美洲,阿什本,230 ms
104.27.42.221,IAD,北美洲,阿什本,230 ms
104.20.192.193,IAD,北美洲,阿什本,230 ms
104.25.46.60,IAD,北美洲,阿什本,230 ms
104.22.66.245,IAD,北美洲,阿什本,230 ms
104.27.6.151,IAD,北美洲,阿什本,230 ms
104.24.49.217,IAD,北美洲,阿什本,231 ms
172.67.117.13,IAD,北美洲,阿什本,231 ms
104.27.4.214,IAD,北美洲,阿什本,231 ms
104.24.16.174,IAD,北美洲,阿什本,231 ms
104.25.153.207,IAD,北美洲,阿什本,232 ms
104.25.230.61,IAD,北美洲,阿什本,232 ms
104.23.113.111,IAD,北美洲,阿什本,232 ms
104.19.64.137,SJC,北美洲,圣何塞,232 ms
172.64.136.214,SJC,北美洲,圣何塞,232 ms
172.64.166.40,SJC,北美洲,圣何塞,232 ms
104.24.147.110,IAD,北美洲,阿什本,233 ms
104.27.15.75,IAD,北美洲,阿什本,233 ms
104.20.107.0,IAD,北美洲,阿什本,233 ms
104.19.87.35,SJC,北美洲,圣何塞,233 ms
104.20.211.232,IAD,北美洲,阿什本,233 ms
104.20.153.69,IAD,北美洲,阿什本,233 ms
172.64.175.201,SJC,北美洲,圣何塞,234 ms
104.27.66.176,IAD,北美洲,阿什本,234 ms
104.21.46.152,LHR,欧洲,伦敦,234 ms
104.27.196.198,IAD,北美洲,阿什本,234 ms
104.19.60.106,SJC,北美洲,圣何塞,234 ms
104.20.198.140,IAD,北美洲,阿什本,234 ms
104.23.133.20,IAD,北美洲,阿什本,235 ms
104.23.135.197,IAD,北美洲,阿什本,235 ms
104.24.34.90,IAD,北美洲,阿什本,235 ms
104.24.181.182,IAD,北美洲,阿什本,235 ms
104.27.40.199,IAD,北美洲,阿什本,235 ms
104.23.132.116,IAD,北美洲,阿什本,236 ms
104.24.225.16,IAD,北美洲,阿什本,237 ms
104.25.59.142,IAD,北美洲,阿什本,238 ms
104.25.25.11,IAD,北美洲,阿什本,238 ms
104.27.37.178,IAD,北美洲,阿什本,239 ms
162.159.11.95,SJC,北美洲,圣何塞,241 ms
104.20.29.194,IAD,北美洲,阿什本,241 ms
104.27.101.120,IAD,北美洲,阿什本,241 ms
104.24.61.77,IAD,北美洲,阿什本,242 ms
172.64.233.201,LHR,欧洲,伦敦,242 ms
104.25.149.15,IAD,北美洲,阿什本,242 ms
104.24.232.90,IAD,北美洲,阿什本,242 ms
104.24.179.17,IAD,北美洲,阿什本,243 ms
104.24.192.41,IAD,北美洲,阿什本,243 ms
198.41.212.59,IAD,北美洲,阿什本,245 ms
162.159.26.9,SJC,北美洲,圣何塞,245 ms
172.64.108.247,SJC,北美洲,圣何塞,246 ms
104.20.210.28,IAD,北美洲,阿什本,247 ms
104.24.50.64,IAD,北美洲,阿什本,247 ms
104.27.90.221,IAD,北美洲,阿什本,248 ms
104.25.152.239,IAD,北美洲,阿什本,248 ms
104.20.26.157,IAD,北美洲,阿什本,248 ms
104.20.191.75,IAD,北美洲,阿什本,248 ms
104.25.113.207,IAD,北美洲,阿什本,249 ms
104.25.52.234,IAD,北美洲,阿什本,249 ms
104.27.100.194,IAD,北美洲,阿什本,249 ms
104.22.8.165,IAD,北美洲,阿什本,249 ms
104.20.42.49,IAD,北美洲,阿什本,250 ms
104.19.78.21,SJC,北美洲,圣何塞,250 ms
104.22.15.21,IAD,北美洲,阿什本,250 ms
104.24.189.111,IAD,北美洲,阿什本,251 ms
104.20.0.189,IAD,北美洲,阿什本,251 ms
104.19.102.64,SJC,北美洲,圣何塞,253 ms
104.25.185.96,IAD,北美洲,阿什本,254 ms
104.25.137.66,IAD,北美洲,阿什本,255 ms
104.19.99.6,SJC,北美洲,圣何塞,255 ms
104.19.98.2,SJC,北美洲,圣何塞,255 ms
104.25.247.203,IAD,北美洲,阿什本,257 ms
104.20.133.144,IAD,北美洲,阿什本,257 ms
104.20.203.174,IAD,北美洲,阿什本,258 ms
104.19.90.148,SJC,北美洲,圣何塞,259 ms
104.24.191.53,IAD,北美洲,阿什本,260 ms
104.25.0.20,IAD,北美洲,阿什本,261 ms
104.25.132.249,IAD,北美洲,阿什本,261 ms
104.19.114.23,SJC,北美洲,圣何塞,262 ms
104.20.119.15,IAD,北美洲,阿什本,263 ms
162.159.160.91,CDG,欧洲,巴黎,264 ms
162.159.12.95,SJC,北美洲,圣何塞,265 ms
104.25.131.188,IAD,北美洲,阿什本,265 ms
104.20.106.165,IAD,北美洲,阿什本,267 ms
104.25.125.200,IAD,北美洲,阿什本,268 ms
104.24.254.26,IAD,北美洲,阿什本,268 ms
172.64.131.68,SJC,北美洲,圣何塞,268 ms
104.25.143.188,IAD,北美洲,阿什本,268 ms
104.19.89.248,SJC,北美洲,圣何塞,270 ms
104.19.66.2,SJC,北美洲,圣何塞,270 ms
104.27.11.75,IAD,北美洲,阿什本,271 ms
162.159.17.151,SJC,北美洲,圣何塞,271 ms
104.24.54.173,IAD,北美洲,阿什本,271 ms
104.25.40.140,IAD,北美洲,阿什本,272 ms
104.19.124.169,SJC,北美洲,圣何塞,272 ms
104.27.86.41,IAD,北美洲,阿什本,273 ms
104.27.18.211,IAD,北美洲,阿什本,274 ms
104.24.8.112,IAD,北美洲,阿什本,274 ms
104.27.55.175,IAD,北美洲,阿什本,275 ms
173.245.49.47,SJC,北美洲,圣何塞,276 ms
104.24.24.229,IAD,北美洲,阿什本,276 ms
104.24.3.10,IAD,北美洲,阿什本,276 ms
104.23.103.224,IAD,北美洲,阿什本,278 ms
104.25.7.149,IAD,北美洲,阿什本,278 ms
104.19.91.76,SJC,北美洲,圣何塞,279 ms
104.20.229.127,IAD,北美洲,阿什本,279 ms
104.25.21.175,IAD,北美洲,阿什本,280 ms
104.24.23.13,IAD,北美洲,阿什本,281 ms
104.27.21.7,IAD,北美洲,阿什本,281 ms
172.67.60.239,IAD,北美洲,阿什本,282 ms
104.27.19.169,IAD,北美洲,阿什本,282 ms
104.19.76.105,SJC,北美洲,圣何塞,282 ms
104.24.151.103,IAD,北美洲,阿什本,283 ms
104.25.77.162,IAD,北美洲,阿什本,284 ms
104.24.240.71,IAD,北美洲,阿什本,287 ms
104.24.194.81,IAD,北美洲,阿什本,288 ms
104.27.75.222,IAD,北美洲,阿什本,290 ms
172.64.168.146,SJC,北美洲,圣何塞,290 ms
104.22.70.85,IAD,北美洲,阿什本,291 ms
104.27.114.131,IAD,北美洲,阿什本,292 ms
172.67.69.123,IAD,北美洲,阿什本,292 ms
104.19.123.155,SJC,北美洲,圣何塞,293 ms
104.20.122.149,IAD,北美洲,阿什本,294 ms
104.25.112.35,IAD,北美洲,阿什本,294 ms
104.20.190.8,IAD,北美洲,阿什本,295 ms
104.19.2.233,SJC,北美洲,圣何塞,296 ms
104.27.70.240,IAD,北美洲,阿什本,297 ms
104.27.67.115,IAD,北美洲,阿什本,299 ms
172.64.200.249,SJC,北美洲,圣何塞,299 ms
104.24.164.228,IAD,北美洲,阿什本,302 ms
104.25.119.128,IAD,北美洲,阿什本,305 ms
104.20.212.142,IAD,北美洲,阿什本,305 ms
172.64.202.133,SJC,北美洲,圣何塞,305 ms
104.25.8.192,IAD,北美洲,阿什本,306 ms
104.27.57.92,IAD,北美洲,阿什本,308 ms
141.101.113.185,IAD,北美洲,阿什本,309 ms
104.24.177.26,IAD,北美洲,阿什本,311 ms
104.23.126.48,IAD,北美洲,阿什本,312 ms
172.64.193.120,SJC,北美洲,圣何塞,313 ms
172.64.137.63,SJC,北美洲,圣何塞,317 ms
104.20.109.5,IAD,北美洲,阿什本,317 ms
104.27.30.24,IAD,北美洲,阿什本,318 ms
104.25.111.199,IAD,北美洲,阿什本,319 ms
104.27.45.131,IAD,北美洲,阿什本,320 ms
104.24.128.240,IAD,北美洲,阿什本,320 ms
172.67.96.125,IAD,北美洲,阿什本,321 ms
104.25.223.178,IAD,北美洲,阿什本,321 ms
172.67.67.64,IAD,北美洲,阿什本,321 ms
104.20.90.205,IAD,北美洲,阿什本,322 ms
104.24.171.172,IAD,北美洲,阿什本,323 ms
172.67.103.37,IAD,北美洲,阿什本,323 ms
104.24.20.112,IAD,北美洲,阿什本,324 ms
104.24.221.207,IAD,北美洲,阿什本,326 ms
104.20.20.158,IAD,北美洲,阿什本,327 ms
104.27.72.209,IAD,北美洲,阿什本,327 ms
104.24.183.230,IAD,北美洲,阿什本,328 ms
104.24.21.51,IAD,北美洲,阿什本,329 ms
104.20.11.78,IAD,北美洲,阿什本,330 ms
104.20.175.240,IAD,北美洲,阿什本,331 ms
104.24.132.238,IAD,北美洲,阿什本,331 ms
104.20.167.225,IAD,北美洲,阿什本,332 ms
104.22.72.24,IAD,北美洲,阿什本,333 ms
104.25.150.208,IAD,北美洲,阿什本,333 ms
104.20.157.21,IAD,北美洲,阿什本,334 ms
104.20.176.193,IAD,北美洲,阿什本,337 ms
104.24.19.180,IAD,北美洲,阿什本,337 ms
